TimeElapsed,ev_tdlam_before,entropy,EpisodesSoFar,TimestepsSoFar,EpRewMean,meankl,EpLenMean,surrgain,EpTrueRewMean,EpThisIter,optimgain,entloss
8661.202978849411,-0.00021529197692871094,-1.6417353,2616,2616000,234.5855,0.01247708,1000.0,0.0791375,647.2988984916756,1,0.0791375,-0.0
8664.687956094742,0.016802966594696045,-1.6444515,2617,2617000,233.49976,0.012800318,1000.0,0.076365456,647.704876400707,1,0.076365456,-0.0
8668.186155080795,-0.018703103065490723,-1.6409266,2618,2618000,232.92526,0.014185494,1000.0,0.08059324,648.2216090884983,1,0.08059324,-0.0
8671.669952630997,0.09836339950561523,-1.6389456,2619,2619000,232.29736,0.012482379,1000.0,0.08154648,651.3443148726703,1,0.08154648,-0.0
8675.174688577652,-0.002093672752380371,-1.6369172,2620,2620000,232.85588,0.0038121068,1000.0,0.039662715,654.4972708389904,1,0.039662715,-0.0
8678.665271043777,-6.663799285888672e-05,-1.6434739,2621,2621000,232.50925,0.014575973,1000.0,0.069897324,655.9390476746551,1,0.069897324,-0.0
8682.15123796463,0.0042153000831604,-1.6499013,2622,2622000,232.64331,0.014728347,1000.0,0.073629685,656.489557193505,1,0.073629685,-0.0
8685.638986110687,-0.003248453140258789,-1.6461033,2623,2623000,233.28458,0.013650142,1000.0,0.07639845,655.3038514950252,1,0.07639845,-0.0
8689.121634960175,0.005273997783660889,-1.6568288,2624,2624000,233.03218,0.012598202,1000.0,0.07797136,653.515458153844,1,0.07797136,-0.0
8692.606340408325,-0.007029294967651367,-1.660106,2625,2625000,232.76372,0.014319135,1000.0,0.086611874,654.8525393939008,1,0.086611874,-0.0
8696.0997569561,0.007672905921936035,-1.6573944,2626,2626000,232.77173,0.012941079,1000.0,0.10764694,654.4090667027211,1,0.10764694,-0.0
8699.583176612854,-0.00995934009552002,-1.6553462,2627,2627000,232.62155,0.012680999,1000.0,0.07159999,655.7609882285172,1,0.07159999,-0.0
8703.061151981354,0.005979061126708984,-1.6571957,2628,2628000,232.54619,0.012953444,1000.0,0.068594344,652.8249045515532,1,0.068594344,-0.0
8706.548470973969,-0.0013295412063598633,-1.6579143,2629,2629000,232.01741,0.01265578,1000.0,0.070450455,652.172903465954,1,0.070450455,-0.0
8710.03504872322,0.009251892566680908,-1.6562994,2630,2630000,232.05191,0.013256343,1000.0,0.073909104,654.3332326364894,1,0.073909104,-0.0
8713.534267187119,-0.004935622215270996,-1.6582382,2631,2631000,232.29703,0.0037573813,1000.0,0.045145206,657.2560897523488,1,0.045145206,-0.0
8717.018764734268,-0.006196498870849609,-1.6545117,2632,2632000,231.43066,0.013606451,1000.0,0.074201465,657.2878847211666,1,0.074201465,-0.0
