EpLenMean,EpRewMean,TimestepsSoFar,EpisodesSoFar,EpThisIter,meankl,EpTrueRewMean,ev_tdlam_before,TimeElapsed,optimgain,surrgain,entropy,entloss
919.775,543.0254,894276,1406,1,0.011493249,3224.0901471210586,0.012691140174865723,3280.173324584961,0.043776095,0.043776095,1.1629182,0.0
919.775,543.6746,895276,1407,1,0.012090816,3224.2333770188666,0.22518914937973022,3285.3060188293457,0.043410994,0.043410994,1.1854769,0.0
920.075,544.33856,896762,1409,2,0.009862446,3226.3404528002684,0.8186481595039368,3290.431360721588,0.043691747,0.043691747,1.2070265,0.0
920.075,544.07697,897762,1410,1,0.013102379,3226.6248195686085,0.024616479873657227,3295.5593190193176,0.046882056,0.046882056,1.2446686,0.0
920.075,543.1548,898762,1411,1,0.012392124,3225.5110988580004,0.03701299428939819,3300.709465265274,0.045403242,0.045403242,1.2531598,0.0
920.075,543.1951,899762,1412,1,0.013413914,3226.566782933365,0.1818433403968811,3305.839699983597,0.04245192,0.04245192,1.2555709,0.0
920.075,543.4844,900762,1413,1,0.012574369,3227.2729486214985,0.01489555835723877,3310.966108083725,0.053924322,0.053924322,1.2583314,0.0
910.925,538.5971,901396,1414,1,0.011332655,3199.787868441884,0.9830815196037292,3316.0744922161102,0.05235885,0.05235885,1.2502122,0.0
910.925,539.172,902396,1415,1,0.004191065,3200.6864276015813,0.0006374120712280273,3321.203062772751,0.026998749,0.026998749,1.2378694,0.0
910.925,539.93054,903396,1416,1,0.013017751,3201.2890528169273,-0.005431532859802246,3326.3228030204773,0.037215903,0.037215903,1.234572,0.0
910.925,539.8922,904396,1417,1,0.012205262,3199.788785614168,0.03437685966491699,3331.429812192917,0.04892335,0.04892335,1.2172236,0.0
910.925,540.5672,905396,1418,1,0.013162269,3201.6330671452297,0.07179570198059082,3336.5509355068207,0.043714616,0.043714616,1.185699,0.0
910.925,540.45605,906396,1419,1,0.0099184755,3202.0181287970654,-0.03622877597808838,3341.739179611206,0.044399954,0.044399954,1.1945041,0.0
911.6,541.58997,907396,1420,1,0.010579278,3202.228942850542,-0.04635775089263916,3346.9898324012756,0.033365846,0.033365846,1.186839,0.0
925.5,550.1024,908396,1421,1,0.010210535,3251.4372434000175,-0.02418696880340576,3353.3807163238525,0.03210137,0.03210137,1.1948391,0.0
925.5,547.9591,909396,1422,1,0.009587327,3249.977887452393,-0.03757894039154053,3358.5955238342285,0.048282877,0.048282877,1.1931201,0.0
916.425,542.12317,911033,1424,2,0.010741558,3219.77128331825,0.6866391897201538,3363.7186992168427,0.047896612,0.047896612,1.2012161,0.0
895.05,529.6783,912178,1426,2,0.010938275,3145.3276434711124,0.8475412577390671,3368.831666946411,0.057978824,0.057978824,1.1452726,0.0
877.05,519.1281,912458,1427,1,0.012327998,3082.46159816936,0.9181496500968933,3373.952924489975,0.07112537,0.07112537,1.1310729,0.0
860.475,510.74432,913795,1429,2,0.013061021,3023.152448240079,0.8316778540611267,3379.0717573165894,0.052892,0.052892,1.118376,0.0
870.175,518.06525,914795,1430,1,0.0113225775,3055.123976044963,-0.013420462608337402,3384.205196619034,0.052470908,0.052470908,1.1032157,0.0
870.175,519.34015,915795,1431,1,0.010410279,3055.392873734662,0.07195353507995605,3389.329822063446,0.04050808,0.04050808,1.1380006,0.0
870.175,519.61536,916795,1432,1,0.010386301,3056.2185926730535,-0.04595518112182617,3394.47123503685,0.046849698,0.046849698,1.1605595,0.0
