entropy,EpThisIter,EpisodesSoFar,TimeElapsed,EpRewMean,meankl,surrgain,entloss,EpLenMean,ev_tdlam_before,optimgain,TimestepsSoFar
2.001257,2,2205,648.7353949546814,2473.0131850085,0.008771272,0.050502174,0.0,684.05,0.6317471563816071,0.050502174,726982
1.9904842,2,2207,650.0763521194458,2438.1476069755217,0.01024726,0.07264197,0.0,673.525,0.9560691900551319,0.07264197,727854
1.9949932,2,2209,651.4079010486603,2423.351237526326,0.0102831,0.08634432,0.0,667.575,0.9481331668794155,0.08634432,728875
2.007927,1,2210,652.7806308269501,2469.321793274673,0.010673944,0.0407977,0.0,680.9,0.0404742956161499,0.0407977,729875
2.0139158,1,2211,654.1927189826965,2513.2943529624145,0.010005717,0.07245873,0.0,692.075,0.9866512529551983,0.07245873,730533
2.0263743,1,2212,655.6059300899506,2517.8914212708887,0.010423513,0.048761763,0.0,692.075,0.646616518497467,0.048761763,731533
2.021765,1,2213,656.9628911018372,2519.8404076203856,0.009913864,0.041768342,0.0,692.075,0.035917460918426514,0.041768342,732533
1.9995403,1,2214,658.312344789505,2522.7478857342126,0.010684646,0.045019455,0.0,692.075,0.12032872438430786,0.045019455,733533
2.0065937,1,2215,659.6184058189392,2513.4790794907644,0.008152294,0.06781264,0.0,688.225,0.9498619511723518,0.06781264,734284
2.0415633,1,2216,661.0226340293884,2591.0346960353395,0.009136181,0.03941018,0.0,709.3,0.08664220571517944,0.03941018,735284
2.0564632,2,2218,662.3599259853363,2624.623174737949,0.0090829,0.060816888,0.0,716.15,0.7544781714677811,0.060816888,736632
2.0708327,2,2220,663.6788160800934,2642.6231989659973,0.009580137,0.07498284,0.0,720.725,0.9200242832303047,0.07498284,738167
2.0592942,1,2221,665.0024049282074,2594.5993327387705,0.010175522,0.06709728,0.0,706.375,0.9669619761407375,0.06709728,738593
2.02591,2,2223,666.5632147789001,2535.957433833969,0.009693682,0.052033696,0.0,702.275,0.4144917130470276,0.052033696,740044
2.0079417,2,2225,668.3768608570099,2539.4328880801177,0.010488879,0.07064408,0.0,701.975,0.7080034911632538,0.07064408,741192
1.9593505,1,2226,670.2158939838409,2521.419758904557,0.010967473,0.058906365,0.0,697.4,0.9707574788480997,0.058906365,741543
1.9859241,2,2228,672.0128309726715,2562.5792258003808,0.0092271585,0.036432132,0.0,707.4,0.5799475908279419,0.036432132,743351
